"","plot","block","subblock","water","fertilization","year","annuals","bare","dead.grass","disturbance","grass","litter","natives","other","other.weeds","total","waps","weeds","sub.block","precip.block","h2o","other.treatment","sp.trt","fert","clip","avena","bro.hordeaceous","bro.madritensis","bro.diandrus","hordeum.sp","lolium","oats","trifolium","centaurea","bro.carinatus","elymus","leymus","lotus","lupinus","nassella","poa","vulpia","bunchgrass","aegilops","taeniatherum","ag.big","ag.small","amsinckia","big.leaf.dandelion","bindweed","cap.bur","con.arv","conyza","epilobium.brach","erodium.moschatum","galium","geranium","gumplant","helianthus","italian.thistle","kickxia.elatine","lactuca.serriola","melilotus","milk.thistle","mustard","orchard.grass","phalaris.sp","redmaid","senecio","tarweed","thistle","tragopogon.porrifolius","unk.thistle","veronica","vicia"
"1547",141,2,2,"control-2nd","none",2014,0,0,NA,0,NA,75,0,NA,27.5,72.5,45,25,2,"","control- 2nd","16","WAPS","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"1548",141,2,2,"control-2nd","none",2015,45,0,0,0,NA,85,12.5,27.5,0,120,35,NA,2,"","control- 2nd","16","WAPS","none","none",45,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,35,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1549",141,2,2,"control-2nd","none",2016,132.5,0,0,0,0,55,0,NA,0,212.5,25,NA,2,"","control- 2nd","16","WAPS","none","none",65,0,0,12.5,0,0,0,55,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550",141,2,2,"control-2nd","none",2017,70,0,0,0,NA,35,0,NA,0,145,25,NA,2,"","control- 2nd","16","WAPS","none","none",55,0,0,2.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"1551",141,2,2,"control-2nd","none",2018,60,12.5,0,0,0,45,12.5,NA,0,155,35,NA,2,"","control- 2nd","16","WAPS","none","none",12.5,12.5,0,35,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,35,0,0,0,0,0,12.5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1552",142,2,2,"control-2nd","none",2008,0,0,NA,0,NA,0,0,NA,NA,95,95,NA,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1553",142,2,2,"control-2nd","none",2009,0,0,NA,0,NA,0,0,NA,NA,95,95,NA,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1554",142,2,2,"control-2nd","none",2010,0,0,NA,0,NA,25,0,NA,0,45,45,0,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555",142,2,2,"control-2nd","none",2011,0,0,NA,0,NA,0,0,NA,0,130,130,0,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1556",142,2,2,"control-2nd","none",2012,2.5,0,NA,0,NA,85,0,NA,12.5,27.5,12.5,12.5,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557",142,2,2,"control-2nd","none",2013,2.5,0,NA,0,NA,75,0,NA,0,62.5,60,0,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558",142,2,2,"control-2nd","none",2014,0,0,NA,0,NA,95,0,NA,0,2.5,2.5,0,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1559",142,2,2,"control-2nd","none",2015,2.5,45,0,0,NA,0,47.5,100,0,155,2.5,NA,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",0,2.5,0,0,0,0,0,0,2.5,0,0,0,35,12.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,12.5,0,0,0,0,0,0,35,0,0,25,0,0,12.5,0,0,0,0,0,0,12.5
"1560",142,2,2,"control-2nd","none",2016,85,0,0,0,0,0,110,NA,0,232.5,12.5,NA,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",35,25,0,0,0,0,0,25,0,45,0,0,65,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561",142,2,2,"control-2nd","none",2017,92.5,0,0,0,NA,35,0,NA,0,165,25,NA,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",65,25,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,35
"1562",142,2,2,"control-2nd","none",2018,77.5,0,0,0,0,35,0,NA,0,140,12.5,NA,2,"","control- 2nd","23","Aegilopstriuncialis","none","none",65,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"1563",143,2,2,"control-2nd","high fert",2008,137.5,0,NA,0,NA,0,0,NA,NA,197.5,60,NA,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",25,12.5,0,0,0,35,0,65,0,0,0,0,0,0,0,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1564",143,2,2,"control-2nd","high fert",2009,12.5,0,NA,0,NA,0,0,NA,NA,112.5,100,NA,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",143,2,2,"control-2nd","high fert",2010,10,0,NA,0,NA,0,0,NA,0,90,80,0,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",2.5,2.5,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1566",143,2,2,"control-2nd","high fert",2011,15,0,NA,0,NA,0,0,NA,0,135,120,0,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567",143,2,2,"control-2nd","high fert",2012,0,0,NA,0,NA,0,2.5,NA,12.5,125,110,12.5,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1568",143,2,2,"control-2nd","high fert",2013,2.5,0,NA,0,NA,0,0,NA,0,102.5,100,0,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1569",143,2,2,"control-2nd","high fert",2014,2.5,0,NA,0,NA,0,12.5,NA,55,82.5,12.5,55,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",2.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1570",143,2,2,"control-2nd","high fert",2015,15,45,0,0,NA,0,15,15,0,92.5,45,NA,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",2.5,0,0,0,0,0,0,12.5,2.5,0,0,0,0,2.5,12.5,0,0,0,45,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1571",143,2,2,"control-2nd","high fert",2016,40,35,0,0,0,0,47.5,NA,0,160,12.5,NA,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",25,2.5,0,0,0,0,0,12.5,25,35,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1572",143,2,2,"control-2nd","high fert",2017,160,0,0,0,NA,0,2.5,NA,0,210,0,NA,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",85,75,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1573",143,2,2,"control-2nd","high fert",2018,62.5,0,0,0,0,0,25,NA,0,112.5,12.5,NA,2,"","control- 2nd","4","WAPS+annuals","high fert","fall clipping",12.5,25,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1574",144,2,2,"control-2nd","high fert",2008,87.5,0,NA,0,NA,0,15,NA,NA,172.5,70,NA,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",25,12.5,0,0,0,25,0,25,0,0,0,0,0,12.5,0,0,2.5,0,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1575",144,2,2,"control-2nd","high fert",2009,12.5,0,NA,0,NA,85,0,NA,NA,82.5,70,NA,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1576",144,2,2,"control-2nd","high fert",2010,20,0,NA,0,NA,0,20,NA,0,100,60,0,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",12.5,2.5,0,0,0,2.5,0,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1577",144,2,2,"control-2nd","high fert",2011,15,0,NA,0,NA,0,0,NA,0,112.5,97.5,0,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",12.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1578",144,2,2,"control-2nd","high fert",2012,5,0,NA,0,NA,0,0,NA,0,7.5,2.5,0,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1579",144,2,2,"control-2nd","high fert",2013,25,0,NA,0,NA,0,2.5,NA,0,27.5,0,0,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",25,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1580",144,2,2,"control-2nd","high fert",2014,12.5,0,NA,0,NA,0,80,NA,12.5,107.5,0,12.5,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",12.5,0,0,0,0,0,0,0,2.5,2.5,12.5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581",144,2,2,"control-2nd","high fert",2015,37.5,35,0,0,NA,0,37.5,82.5,0,170,0,NA,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",12.5,0,0,0,0,0,0,25,12.5,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,55,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0
"1582",144,2,2,"control-2nd","high fert",2016,97.5,0,0,0,0,0,12.5,NA,0,110,0,NA,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",85,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583",144,2,2,"control-2nd","high fert",2017,45,45,0,0,NA,25,0,NA,0,105,12.5,NA,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584",144,2,2,"control-2nd","high fert",2018,77.5,12.5,0,0,0,0,2.5,NA,0,142.5,25,NA,2,"","control- 2nd","11","natives+WAPS+annuals","high fert","spring clipping",65,12.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,25,0,0,0,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1585",145,2,2,"control-2nd","none",2008,97.5,0,NA,0,NA,0,0,NA,NA,97.5,0,NA,2,"","control- 2nd","15","annuals","none","none",12.5,35,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1586",145,2,2,"control-2nd","none",2009,210,0,NA,0,NA,0,0,NA,NA,210,0,NA,2,"","control- 2nd","15","annuals","none","none",85,55,0,0,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1587",145,2,2,"control-2nd","none",2010,62.5,0,NA,0,NA,12.5,0,NA,0,62.5,0,0,2,"","control- 2nd","15","annuals","none","none",35,12.5,0,0,0,2.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1588",145,2,2,"control-2nd","none",2011,132.5,0,NA,0,NA,0,0,NA,0,132.5,0,0,2,"","control- 2nd","15","annuals","none","none",65,55,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589",145,2,2,"control-2nd","none",2012,40,0,NA,0,NA,0,0,NA,0,87.5,47.5,0,2,"","control- 2nd","15","annuals","none","none",2.5,35,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1590",145,2,2,"control-2nd","none",2013,2.5,0,NA,0,NA,0,0,NA,0,112.5,110,0,2,"","control- 2nd","15","annuals","none","none",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1591",145,2,2,"control-2nd","none",2014,2.5,0,NA,0,NA,95,2.5,NA,25,45,15,25,2,"","control- 2nd","15","annuals","none","none",0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1592",145,2,2,"control-2nd","none",2015,27.5,35,0,0,NA,0,15,45,0,122.5,35,NA,2,"","control- 2nd","15","annuals","none","none",12.5,12.5,0,0,0,2.5,0,0,0,0,0,0,12.5,2.5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1593",145,2,2,"control-2nd","none",2016,60,0,0,0,0,0,2.5,NA,0,132.5,70,NA,2,"","control- 2nd","15","annuals","none","none",35,25,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1594",145,2,2,"control-2nd","none",2017,62.5,0,0,0,NA,12.5,0,NA,0,147.5,60,NA,2,"","control- 2nd","15","annuals","none","none",35,0,0,25,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,35,25,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1595",145,2,2,"control-2nd","none",2018,37.5,25,0,0,0,25,0,NA,0,147.5,75,NA,2,"","control- 2nd","15","annuals","none","none",25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1596",146,2,2,"control-2nd","none",2008,0,0,NA,0,NA,0,95,NA,NA,95,0,NA,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1597",146,2,2,"control-2nd","none",2009,0,0,NA,0,NA,45,75,NA,NA,75,0,NA,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1598",146,2,2,"control-2nd","none",2010,0,12.5,NA,0,NA,25,35,NA,0,35,0,0,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1599",146,2,2,"control-2nd","none",2011,0,0,NA,0,NA,0,35,NA,25,60,0,25,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600",146,2,2,"control-2nd","none",2012,0,0,NA,0,NA,0,35,NA,12.5,105,57.5,12.5,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,12.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1601",146,2,2,"control-2nd","none",2013,0,0,NA,0,NA,0,0,NA,0,97.5,97.5,0,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1602",146,2,2,"control-2nd","none",2014,0,0,NA,0,NA,95,12.5,NA,0,40,27.5,0,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1603",146,2,2,"control-2nd","none",2015,2.5,0,0,0,NA,0,37.5,82.5,0,170,47.5,NA,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",2.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,35,0,0,0,0,0,0,0,0,0,12.5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"1604",146,2,2,"control-2nd","none",2016,2.5,0,0,0,0,0,2.5,NA,0,102.5,97.5,NA,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,12.5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1605",146,2,2,"control-2nd","none",2017,15,0,0,0,NA,12.5,0,NA,0,107.5,87.5,NA,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,75,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"1606",146,2,2,"control-2nd","none",2018,12.5,12.5,0,0,0,45,0,NA,0,72.5,47.5,NA,2,"","control- 2nd","31","Vulpiamicrostachys","none","none",12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,45,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1607",147,2,2,"control-2nd","none",2008,140,0,NA,0,NA,0,40,NA,NA,217.5,37.5,NA,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",25,25,0,0,0,65,0,25,0,12.5,0,0,0,25,0,0,2.5,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608",147,2,2,"control-2nd","none",2009,55,0,NA,0,NA,0,12.5,NA,NA,115,47.5,NA,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",55,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,45,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1609",147,2,2,"control-2nd","none",2010,32.5,0,NA,0,NA,0,30,NA,0,120,57.5,0,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",2.5,2.5,0,0,0,2.5,0,25,0,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,45,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1610",147,2,2,"control-2nd","none",2011,2.5,0,NA,0,NA,0,12.5,NA,0,135,120,0,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",0,0,0,0,0,2.5,0,0,0,0,12.5,0,0,0,0,0,0,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611",147,2,2,"control-2nd","none",2012,2.5,0,NA,0,NA,75,12.5,NA,35,65,15,35,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",0,0,0,2.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1612",147,2,2,"control-2nd","none",2013,15,0,NA,0,NA,75,12.5,NA,0,40,12.5,0,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",12.5,2.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1613",147,2,2,"control-2nd","none",2014,55,45,NA,0,NA,0,2.5,NA,25,82.5,0,0,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",55,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1614",147,2,2,"control-2nd","none",2015,77.5,25,0,0,NA,0,0,100,0,177.5,0,NA,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",75,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,65
"1615",147,2,2,"control-2nd","none",2016,85,0,0,0,0,0,12.5,NA,0,97.5,0,NA,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",85,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1616",147,2,2,"control-2nd","none",2017,15,0,0,0,NA,25,25,NA,0,140,12.5,NA,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",12.5,2.5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1617",147,2,2,"control-2nd","none",2018,17.5,0,0,0,0,0,37.5,NA,0,115,25,NA,2,"","control- 2nd","9","natives+WAPS+annuals","none","none",12.5,2.5,0,2.5,0,0,0,0,0,0,25,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1618",148,2,2,"control-2nd","none",2008,170,0,NA,0,NA,0,0,NA,NA,195,25,NA,2,"","control- 2nd","1","WAPS+annuals","none","fall clipping",55,25,0,0,0,55,0,35,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
